stock,features,n_features,mae,mse,rmse,r2,time
ABB_ABBNY,volume_lag_3,1,0.004899167693510817,5.149098667120028e-05,0.0071757220313498965,-0.07139081744950371,0.10976767539978027
ABB_ABBNY,ctc_vol_lag_1,1,0.0012102980859321735,3.1148502756367386e-06,0.0017648938425969814,0.9351882300419421,0.10120964050292969
ABB_ABBNY,ctc_vol_lag_2,1,0.0015594362868988514,5.634200362844878e-06,0.0023736470594519477,0.8827672390321677,0.12080168724060059
ABB_ABBNY,ctc_vol_lag_3,1,0.0017534222187742285,7.804993946626398e-06,0.002793741925559052,0.8375987840733766,0.0914311408996582
ABB_ABBNY,parkinson_vol_lag_1,1,0.0049980442794605355,5.461863042536332e-05,0.007390441828832923,-0.13646878575221244,0.11425018310546875
ABB_ABBNY,parkinson_vol_lag_2,1,0.005073367828016209,5.8159624495325356e-05,0.007626245766779704,-0.21014747743132145,0.128493070602417
ABB_ABBNY,parkinson_vol_lag_3,1,0.004719935047172461,4.401806311022711e-05,0.006634610999163938,0.08410089479625948,0.08475208282470703
ABB_ABBNY,return_lag_1,1,0.004639502647890955,4.205597023800436e-05,0.006485057458342552,0.12492684166937218,0.09485340118408203
ABB_ABBNY,return_lag_2,1,0.004577018979043101,4.114168995708754e-05,0.0064141788217267175,0.14395058855937515,0.10932612419128418
ABB_ABBNY,return_lag_3,1,0.004630840520308014,4.224779743106856e-05,0.006499830569412449,0.12093542673497837,0.09942412376403809
ABB_ABBNY,log_return_lag_1,1,0.004636934825783349,4.208753270118862e-05,0.006487490477926624,0.12427011055160131,0.08673882484436035
ABB_ABBNY,log_return_lag_2,1,0.004571883334827892,4.1156006628861214e-05,0.006415294742165882,0.1436526966045618,0.09716987609863281
ABB_ABBNY,log_return_lag_3,1,0.00462652586448979,4.212198605349866e-05,0.0064901453029572965,0.12355322770119026,0.10200834274291992
ABB_ABBNY,abs_log_return_lag_1,1,0.0027040730686958728,1.668961247465122e-05,0.004085292214107973,0.6527334450529536,0.08872294425964355
ABB_ABBNY,abs_log_return_lag_2,1,0.0027504693448249565,1.6446230261432125e-05,0.004055395204099364,0.6577975831716998,0.07002806663513184
ABB_ABBNY,abs_log_return_lag_3,1,0.0027914654710833294,1.773665541043939e-05,0.004211490877401896,0.6309472595591292,0.10271954536437988
ABB_ABBNY,range_t_lag_1,1,0.004830467509303505,4.646959680418393e-05,0.006816861213504638,0.03309098300052238,0.0875699520111084
ABB_ABBNY,range_t_lag_2,1,0.004642046613010541,4.166366244888137e-05,0.006454739533775269,0.13308972589538715,0.18560075759887695
ABB_ABBNY,range_t_lag_3,1,0.004842009689378819,4.6114811005010516e-05,0.0067907886879957115,0.040473134168514724,0.08521032333374023
