stock,features,n_features,mae,mse,rmse,r2,adj_r2,time
Alcon_0A0D.LON,Peer_Sika_ctc_vol_lag_1,1,0.006590525611252223,0.0001235870709890406,0.011116972204203832,-0.07895947799957725,-0.08260461137119757,0.06411027908325195
Alcon_0A0D.LON,Peer_Sika_ctc_vol_lag_2,1,0.006635994053486131,0.00012627811876222104,0.01123735372595439,-0.10245329072113751,-0.10617779508168201,0.08115243911743164
Alcon_0A0D.LON,Peer_Sika_ctc_vol_lag_3,1,0.006768637072527614,0.000127318515348011,0.01128355065340742,-0.11153632625335774,-0.11529151654475434,0.09866189956665039
Alcon_0A0D.LON,Peer_Sika_abs_log_return_lag_1,1,0.006293921215597583,0.00011688359674220566,0.01081127174490613,-0.02043574233478407,-0.023883160383212365,0.10975813865661621
Alcon_0A0D.LON,Peer_Sika_abs_log_return_lag_2,1,0.006349421354198657,0.00012035468166079037,0.01097062813428613,-0.05073955924602447,-0.054289355054288,0.09772539138793945
Alcon_0A0D.LON,Peer_Sika_abs_log_return_lag_3,1,0.006372706104718086,0.00012039168196351701,0.010972314339441657,-0.05106258516610063,-0.05461347227814817,0.08636331558227539
Alcon_0A0D.LON,Peer_Geberit_ctc_vol_lag_1,1,0.006475236307447314,0.0001208482624649001,0.010993100675646525,-0.05504869678355906,-0.05861305048890908,0.06423187255859375
Alcon_0A0D.LON,Peer_Geberit_ctc_vol_lag_2,1,0.0064770261721380906,0.00012201468377843566,0.011046025700605429,-0.06523197341199816,-0.06883073007893059,0.05933976173400879
Alcon_0A0D.LON,Peer_Geberit_ctc_vol_lag_3,1,0.00657734996777438,0.00012312469152671784,0.011096156610588994,-0.07492273937220317,-0.07855423511332549,0.07313871383666992
Alcon_0A0D.LON,Peer_Geberit_abs_log_return_lag_1,1,0.006403375964688416,0.0001253328015166515,0.011195213330555676,-0.09420033194752775,-0.09789695469059367,0.05938243865966797
Alcon_0A0D.LON,Peer_Geberit_abs_log_return_lag_2,1,0.006350599738914586,0.0001220321393961436,0.011046815803485798,-0.0653843672184018,-0.06898363872927482,0.060755252838134766
Alcon_0A0D.LON,Peer_Geberit_abs_log_return_lag_3,1,0.006347064236427416,0.0001239877083113344,0.011134976798868258,-0.08245718558880877,-0.08611413554012226,0.06474661827087402
Alcon_0A0D.LON,TOP_1_COMBINED,1,0.0018212240827227538,7.4307393756676365e-06,0.002725938256026287,0.9351269787870268,0.9349078131748207,0.06736063957214355
Alcon_0A0D.LON,TOP_2_COMBINED,2,0.0018296622898399972,7.332211406027259e-06,0.0027078056440644443,0.9359871633179877,0.9355531779845503,0.07509040832519531
Alcon_0A0D.LON,TOP_3_COMBINED,3,0.0020062927792855604,7.996491638400342e-06,0.002827806860165726,0.9301877585175433,0.9294753887064978,0.05275702476501465
Alcon_0A0D.LON,TOP_4_COMBINED,4,0.0016956860561783175,6.3681581299081476e-06,0.002523520978693886,0.9444036943615748,0.9436447004279445,0.05237531661987305
Alcon_0A0D.LON,TOP_5_COMBINED,5,0.0016588583098687357,6.424417129552295e-06,0.0025346433929750935,0.9439125331065742,0.9429521312762074,0.06394624710083008
Alcon_0A0D.LON,TOP_6_COMBINED,6,0.001669962431063118,6.474312433111369e-06,0.0025444670233884677,0.9434769292019594,0.9423115050617936,0.06840348243713379
Alcon_0A0D.LON,TOP_7_COMBINED,7,0.001753009182499224,7.267133793676088e-06,0.0026957621916029774,0.9365553142264116,0.9350238907767043,0.05624055862426758
Alcon_0A0D.LON,TOP_8_COMBINED,8,0.001821279693867401,7.774530285760197e-06,0.0027882844700209838,0.9321255607752077,0.9302466835648329,0.08118271827697754
Alcon_0A0D.LON,TOP_9_COMBINED,9,0.0017526410051090745,6.9882016631461564e-06,0.0026435206946695453,0.9389904918185772,0.9370839446879078,0.08153295516967773
Alcon_0A0D.LON,TOP_10_COMBINED,10,0.0016318755800034878,5.954485293988732e-06,0.0024401814059591413,0.9480152066624512,0.9462038898214217,0.07294201850891113
Alcon_0A0D.LON,TOP_11_COMBINED,11,0.0016231731940469971,5.775238174102971e-06,0.0024031725227504934,0.9495800983404976,0.9476408713535937,0.07273292541503906
Alcon_0A0D.LON,TOP_12_COMBINED,12,0.0016369043405988011,5.857729236092854e-06,0.0024202746199745297,0.9488599217680459,0.9467066553161742,0.0829460620880127
Alcon_0A0D.LON,TOP_13_COMBINED,13,0.0016347366603061964,5.773883907335424e-06,0.0024028907397831106,0.9495919215753464,0.9472845095347813,0.0855252742767334
Alcon_0A0D.LON,TOP_14_COMBINED,14,0.00170621011263015,6.335657646833213e-06,0.002517073230327877,0.9446874352413661,0.941951124617264,0.09503841400146484
Alcon_0A0D.LON,TOP_15_COMBINED,15,0.0017662649035318763,6.707769204034173e-06,0.002589936138987634,0.9414387678176454,0.9383238086590094,0.10047125816345215
